Oil Climate Index Consolidated Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date Created,10/25/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oil Climate Index Webtool - Phase II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Refer to oci.carnegiendowment.org/methodology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subtitle/Reference,Subtitle/Reference,Data Field Names,Units,Notes/Sources,List of oils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Special Cases Start Here ----->,d,d,d,d,d,d,d,d,d,,
,,Region,,,Middle East & N. Africa,Sub-Saharan Africa,Sub-Saharan Africa,Sub-Saharan Africa,Asia-Pacific,Russia & Eurasia,S. America & Carribean,S. America & Carribean,North America,Asia-Pacific,Asia-Pacific,Asia-Pacific,S. America & Carribean,S. America & Carribean,S. America & Carribean,Asia-Pacific,Asia-Pacific,Asia-Pacific,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,Russia & Eurasia,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,North America,Sub-Saharan Africa,Sub-Saharan Africa,Sub-Saharan Africa,Sub-Saharan Africa,Sub-Saharan Africa,Sub-Saharan Africa,Europe,Europe,Europe,Middle East & N. Africa,Middle East & N. Africa,Russia & Eurasia,Russia & Eurasia,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,S. America & Carribean,S. America & Carribean,North America,North America,North America,North America,Europe,North America,Russia & Eurasia,Europe,S. America & Carribean,,
,,Petrochemical Feedstocks,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,,Asphalt,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Energy use and greenhouse gas emissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Refinery CO2 emissions: using hydrogen from naphtha catalytic reforming and RFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,, Functional unit ,,,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,CO2eq footprint,,
,,Per bbl of crude,,,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,,
,,Feedstock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Crude,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,,Process Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Electricity,,,1.7,1.9,1.8,1.9,1.2,1.2,5,2.9,1.7,3.6,1,3.6,2,2.2,2,1.7,5,0.7,1.7,1.9,2.4,1.8,1.8,1.9,2.5,2.5,1.5,1,1.9,1.1,1.4,1.6,0.9,1.6,1.3,1.4,1.7,1.5,2.2,2,1.9,1.3,1.9,1.7,1.8,2.9,2,1.8,1.6,1.6,1.2,2,2,1.2,1.5,2.1,4.7,1.5,5.3,1.2,2.2,1.5,4.8,2.1,1.7,4.8,4,2.1,1,1.3,1.2,1.5,1.5,2.7,3.5,,
,,Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Heat RFG,,,10.1,4.8,3.9,5.5,5.4,3.5,16.9,6.9,5,15.3,3.8,15,5.4,6.5,5.2,5.1,19.2,2.4,4.5,5.6,6.8,5.3,4.3,5.6,7.9,4.9,3.9,3.8,6.2,4.5,3.9,4.1,2.6,4.1,4.1,4.8,5.5,4.9,5.1,6.6,5.7,4.8,5.9,4.8,5.3,6.6,6.8,5.5,5.3,5.3,5.1,7,9.9,4.3,4.4,5.9,15.6,4.2,18.9,5.4,6,4.2,17.6,6.7,4.5,16,13.4,4.1,2.7,3,3.9,4.3,4.9,7.1,17.3,,
,,Heat Natural Gas,,,12.6,8,6.3,7.3,8,7.4,8.8,10.5,7.7,5,7,5.5,7.6,10.6,8.6,9.6,6.5,5.1,8.1,8.9,10.6,8.8,7.7,9.1,10.2,9.5,6.1,7.4,8.3,7.6,10.2,10,5.4,10,7.3,8.1,9.3,8.3,9.3,10.1,8.4,8.3,8.8,7.3,8.1,11,9.8,8.5,8.9,8.9,8.4,12,13.9,8.6,8.3,9.2,10.9,8.9,7.9,8.1,10.1,8.9,9.2,9.3,8.6,7.7,9.6,9.7,8.1,8.8,6.1,6.8,8.4,11.9,3.3,,
,,Steam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam RFG,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,,Steam Natural Gas,,,2,2.7,2.5,2.7,1.6,1.5,6.1,3.5,2.4,4.7,1.5,4.8,2.6,2.7,2.4,1.7,6.3,1.3,2.4,2.5,2.7,2.5,2.4,2.5,2.8,2.8,2.2,1.4,2.6,1.6,1.6,1.6,1.3,1.6,1.6,1.5,1.7,1.6,2.5,2.5,2.6,1.7,2.6,2.4,2.5,2.9,2.6,2.4,1.7,1.7,1.5,1.8,2.1,1.6,1.6,2.6,5.4,1.6,6.4,1.7,2.7,1.6,5.6,2.7,2.4,5.3,4.1,2.4,1.3,1.4,1.6,2.2,1.6,2.7,4.3,,
,,Steam Electricity,,,0,0,0,0,0,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,,
,,Hydrogen via SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Hydrogen Steam RFG,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,,Hydrogen Steam Natural Gas,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,,Hydrogen Steam Electricity,,,0,0.1,0.1,0.1,0,0,0.6,0.2,0.1,0.4,0,0.4,0.1,0.1,0.1,0,0.6,0,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0,0,0,0,0.1,0,0.1,0,0.1,0,0,0.1,0.1,0.1,0,0.1,0.1,0.1,0.2,0.1,0.1,0,0,0,0,0,0,0,0.1,0.5,0,0.7,0,0.1,0,0.6,0.1,0,0.6,0.4,0.2,0,0,0,0.1,0,0.1,0.4,,
,,"Hydrogen RFG, heat SMR",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,,
,,"Hydrogen Natural Gas, Heat SMR",,,0,4,4.7,4.3,0,0,21.5,9.7,2.9,16.7,0,16.9,3,4,3.9,0.3,23,0,4.5,3.8,7.2,3.3,4.7,4.2,1.9,8.2,2.8,0,0.6,0,1.4,2,0,2,0,5.8,0,0,5.8,2.3,3.6,0,3.1,2.8,3.2,7.7,2.3,2.3,0,0,0,0,0,0,0,3.7,20.8,0,27.7,0,4.1,0,24.9,3.7,0,23,15,7.5,0,0.8,0,2.3,0.2,5.7,15.2,,
,,"Hydrogen RFG, Feed SMR",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,0,0,0,,
,,"Hydrogen Natural Gas, Feed SMR",,,0,3.5,4.1,3.8,0,0,19,8.5,2.5,14.7,0,14.9,2.7,3.5,3.5,0.3,20.3,0,4,3.4,6.3,2.9,4.2,3.7,1.7,7.3,2.5,0,0.6,0,1.2,1.7,0,1.7,0,5.1,0,0,5.1,2,3.1,0,2.8,2.4,2.8,6.8,2,2,0,0,0,0,0,0,0,3.2,18.3,0,24.4,0,3.6,0,22,3.3,0,20.3,13.2,6.6,0,0.7,0,2.1,0.2,5,13.4,,
,,Hydrogen via CNR,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,,Fluid Catalytic Cracking Regeneration,,,0,3,2.7,3,0,0,6.1,4.7,2.2,6.1,0,6.3,2.6,2.7,2.1,0,6.3,0,2.5,2.3,2.5,2.4,2.4,2.5,2.3,3.3,2,0,2.4,0,0.6,0,0,0,0,0,0,0,2.3,2.1,2.5,0,2.5,2.4,2.5,2.8,2.4,2.2,0,0,0,0,0,0,0,2.3,4.9,0,6.4,0,2.6,0,5.3,2.7,2.9,5.3,3.7,2.9,0,0,0,1.9,0,2.3,4.6,,
,,Excess of RFG,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,,Total refinery processes ,,,26.5,27.9,26.2,28.5,16.3,13.6,83.9,47,24.5,66.6,13.2,67.3,26,32.3,27.8,18.7,87.2,9.6,27.8,28.5,38.7,27,27.7,29.7,29.5,38.7,21.1,13.7,22.5,14.8,20.5,21.1,10.3,21.1,14.3,26.8,18.1,16.3,32.6,27.7,27.9,16.1,27.7,24,26.4,41,28,24.8,17.5,17.5,16.2,22.7,27.9,15.7,15.7,29.1,81.2,16.2,97.8,16.4,31.5,16.2,90,30.6,19.8,83,63.4,35.5,13.2,16,12.7,21.2,16.9,37.5,62.1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Refined Process Transport to End Users- LPG ON; ASPHALT/PETROCHEMICALS OFF,,,,,Petrochemicals and Asphalt ARE NOT Being Made,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assumptions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default product transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emissions Factors (gCO2eq/kgkm),"Light Products (Gasoline, Diesel, Jet Fuel, LPG)",,Heavy Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1043,380,km by Truck,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0047,0,km by Ocean Tanker,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0415,0,km by Barge,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0168,2414,km by Pipeline,2414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0295,0,km by Rail,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Light Product Transport Emissions per Barrel of Product,gCO2e/kg,,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,,
,,Mass of Light Products per Barrel of Crude,kg/barrelCrude,,107.45,93.31,66.92,91.91,71.55,67.81,121.31,119.47,87.16,119.69,66.5,122.07,92.45,112.6,93.21,79.87,116.17,49.72,89.19,93.93,102.32,94.02,74.65,91.8,105.3,85.53,63.33,69.73,97.34,68.45,111.3,82.63,48.16,82.63,68.69,72.43,80.81,74.68,81.51,99.59,94.57,73.13,97.25,85.7,91.61,99.76,107.63,91.31,80.1,80.1,86.49,100.59,110.84,75.15,78.81,90.91,124.57,73.16,126.34,77.51,100.36,73.16,126.38,103.18,103.77,114.72,109.77,84.06,82,76.92,55.9,74.59,78.68,105.26,112.54,,
,,Emissions from Transport of Light Products,kgCO2e/bblcrude,,8.61,7.48,5.36,7.36,5.73,5.43,9.72,9.57,6.98,9.59,5.33,9.78,7.41,9.02,7.47,6.4,9.31,3.98,7.15,7.53,8.2,7.53,5.98,7.36,8.44,6.85,5.07,5.59,7.8,5.48,8.92,6.62,3.86,6.62,5.5,5.8,6.47,5.98,6.53,7.98,7.58,5.86,7.79,6.87,7.34,7.99,8.62,7.32,6.42,6.42,6.93,8.06,8.88,6.02,6.31,7.28,9.98,5.86,10.12,6.21,8.04,5.86,10.13,8.27,8.31,9.19,8.8,6.73,6.57,6.16,4.48,5.98,6.3,8.43,9.02,,
,,Heavy Product Transport Emissions per Barrel of Product,gCO2e/kg,,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,,
,,Mass of Heavy Products per Barrel of Crude,kg/barrelCrude,,0.34,43.73,77.55,43.36,52.17,64.38,20.96,16.55,45.78,26.18,63.48,24.28,44.87,17.79,44.37,51.13,25.75,85.45,49.63,41.38,30.01,41.75,64.46,43.11,17.56,55.86,77.2,63.24,35.45,55.13,25.7,53.11,87.18,53.11,64.64,58.46,48.53,57.71,51.86,26.3,40.03,59.03,35.52,52.27,44.99,34.93,19.71,43.95,50.28,50.28,40.04,20.03,1.84,56.75,53.68,46.03,15.5,58.68,21.57,50.91,32.89,58.68,17.56,28.76,36.12,34.11,29.23,58.86,53.13,59.1,83.1,68.76,53.55,23.65,32.87,,
,,Emissions from Transport of Heavy Products,kgCO2e/bblcrude,,0.027023471,3.503903873,6.213470927,3.474300818,4.180105077,5.158058421,1.679007435,1.325777376,3.668213641,2.097155325,5.086425169,1.945648524,3.594795919,1.425378157,3.554661249,4.096776347,2.063338627,6.846641889,3.97650197,3.315765378,2.404038002,3.344800049,5.164739456,3.454373136,1.406710448,4.475601619,6.184955434,5.067120629,2.840649935,4.41728438,2.059205287,4.255056042,6.984647693,4.255056042,5.178583758,4.683804277,3.888065159,4.623825123,4.154915067,2.107500749,3.20704191,4.729674377,2.845477641,4.18824621,3.604297383,2.79832342,1.579504471,3.521164075,4.02806838,4.02806838,3.208104402,1.604463575,0.147717942,4.546778993,4.300723108,3.687919626,1.241884281,4.701648338,1.728276559,4.078935225,2.634897062,4.701648338,1.406870925,2.304576191,2.894146618,2.732672706,2.342303664,4.715751883,4.256483256,4.734884938,6.657666145,5.509202396,4.290192592,1.894844769,2.633229882,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total Transport Emissions,kgCO2/barrel of crude,,8.6,11,11.6,10.8,9.9,10.6,11.4,10.9,10.7,11.7,10.4,11.7,11,10.4,11,10.5,11.4,10.8,11.1,10.8,10.6,10.9,11.1,10.8,9.8,11.3,11.3,10.7,10.6,9.9,11,10.9,10.8,10.9,10.7,10.5,10.4,10.6,10.7,10.1,10.8,10.6,10.6,11.1,10.9,10.8,10.2,10.8,10.4,10.4,10.1,9.7,9,10.6,10.6,11,11.2,10.6,11.9,10.3,10.7,10.6,11.5,10.6,11.2,11.9,11.1,11.5,10.8,10.9,11.1,11.5,10.6,10.3,11.7,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Combustion Emission Results - LPG ON; ASPHALT/PETROCHEMICALS OFF,,,,,Petrochemicals and Asphalt ARE NOT Being Made,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Emission Factors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370.3,kg CO2 eq/bbl,Gasoline,kg CO2eq/bblCrude,,314,119.4,86.9,145.7,116,67.6,181.9,181.6,138.7,169,70.8,164.7,123.9,170.3,119,108.5,182.3,46.3,123.6,140.9,152.1,137.7,91.2,139.6,152.7,96.9,77.8,97.1,146.7,81.8,144,89.6,46.6,89.6,68,109.6,122.4,96.8,112.1,164.1,136.4,96.1,140,125.3,127.4,144.5,168.6,141.1,107.3,107.3,131.7,182.8,290.3,103.7,84.6,121.5,194.8,95.2,186.7,114,156.3,95.2,213.4,156.9,161.1,155.5,178.2,132.8,60.2,60.6,65,97.9,101.7,180.1,211.9,,
411.1,kg CO2 eq/bbl,Jet Fuel,kg CO2eq/bblCrude,,30.7,75.6,42,65.8,80.4,98.5,37.9,75.9,77.7,33.9,94.5,39.3,91.4,102.2,98.1,110.4,23.6,73.8,81,83.6,83.7,83.8,67.8,65.9,108.6,69,59.2,72.9,82.4,100.1,132.8,115.6,43.5,115.6,90.3,87.1,96.8,85.6,71.7,90.2,83.2,98.6,90.8,71.7,82.3,86.3,91.6,70.4,101.4,101.4,100.1,101.1,58.9,98.1,115.5,66.7,70.5,97.9,39.7,95.7,78.1,97.9,43.2,90.4,86.6,42.6,46.8,46.4,121.9,114.4,73.9,64.6,98.4,67.3,53.8,,
430.4,kg CO2 eq/bbl,Diesel,kg CO2eq/bblCrude,,1.8,103.1,84.3,81.8,28.8,48.3,155.7,124.3,62.3,168.5,43.9,174.5,77.4,87,79.2,32.6,150.8,36.9,81.7,75.1,89.7,79.1,78.4,87.5,69,104.8,63.4,52.8,79.1,32.8,84.9,57.7,62.4,57.7,57.3,34.4,36.2,52.6,74.7,63.1,81.3,35,78.3,76.6,81.5,85.4,82,79.6,43.3,43.3,43.9,36.9,6.5,37.1,48.2,98.7,123.7,39.2,163,34.1,86,39.2,137,80.1,88.8,155.6,118.9,93.3,80.1,69.9,35.6,74.6,48.1,88.9,79.8,,
462.1,kg CO2 eq/bbl,Fuel Oil,kg CO2eq/bblCrude,,0.8,0,0,0,44.5,53.6,0,0,0,0,59.8,0,0,0,0,44.8,0,58.7,0,0,0,0,0,0,0,0,0,45.2,0,50.9,0,51.7,61.2,51.7,47.5,42.5,38.8,48.2,0,0,0,34.7,0,0,0,0,0,0,43.6,43.6,41.2,31.6,3.9,37.5,40,0,0,35,0,39.1,0,35,0,0,0,0,0,0,84.6,73.2,39.2,0,30.4,0,0,,
3.5,kg CO2 eq/kg,Petroleum Coke,kg CO2eq/bblCrude,,0,0,0,0,0,0,49.7,0,0,67.1,0,59.8,0,0,0,0,65.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7,0,50.2,0,0,0,40.4,0,0,97.1,86.9,0,0,0,0,0,0,0,95.4,,
